target name	accession	query name	accession2	E-value_full_sequence	score_full_sequence	bias_full_sequence	E-value_best_first_domain	score_best_first_domain	bias_best_first_domain	exp	reg	clu	ov	env	dom	rep	inc	Description_target
GCA_000008085-CALJACFG_04760	-	COG0130	-	1.7e-60	202.1	0.7	1.1e-59	199.4	0.7	2.0	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04800	-	COG0512	-	7.3e-61	202.0	0.0	8.5e-61	201.8	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04890	-	COG1541	-	4.9e-60	201.0	0.0	6.2e-60	200.6	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_08020	-	COG2407	-	3.2e-60	200.8	0.0	3.9e-60	200.5	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_05190	-	COG1180	-	3e-60	200.6	0.1	4.2e-60	200.1	0.1	1.2	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_05560	-	COG0417	-	6e-60	200.5	5.2	7.3e-60	200.2	5.2	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_13740	-	COG0134	-	3.6e-60	200.2	0.0	4.3e-60	200.0	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_02870	-	COG2238	-	1.6e-60	200.0	0.0	1.8e-60	199.9	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_06390	-	COG0492	-	9.5e-60	200.0	6.1	1.1e-59	199.8	6.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_12870	-	COG0066	-	3e-60	199.8	0.0	3.6e-60	199.6	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01630	-	COG4525	-	5.6e-60	199.7	0.0	6.2e-60	199.6	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_03280	-	COG0717	-	4.4e-60	199.6	0.1	5.3e-60	199.3	0.1	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_13360	-	COG1474	-	1.2e-59	199.5	0.1	1.5e-59	199.2	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09290	-	COG0144	-	2.4e-59	199.1	0.0	3.3e-53	178.9	0.0	2.0	1	1	0	2	2	2	2	-
GCA_000008085-CALJACFG_04840	-	COG0221	-	5.7e-60	198.8	1.5	6.3e-60	198.6	1.5	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_03740	-	COG1032	-	2.2e-59	198.7	0.0	2.8e-59	198.4	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_08910	-	COG0177	-	1.6e-59	198.2	0.1	1.7e-59	198.2	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_11670	-	COG1518	-	2.3e-59	198.2	0.0	2.7e-59	198.0	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_03470	-	COG1491	-	1.8e-59	197.7	7.3	5.9e-59	196.1	7.3	1.7	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_05530	-	COG0061	-	3e-59	197.5	0.0	3.5e-59	197.2	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09530	-	COG0130	-	4.7e-59	197.4	0.1	1.1e-58	196.1	0.1	1.5	1	1	0	1	1	1	1	-
GCA_000008085-CALJACFG_05490	-	COG0638	-	3.2e-59	197.0	0.1	3.6e-59	196.9	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_03790	-	COG0009	-	3.3e-59	196.9	0.3	4.1e-59	196.6	0.3	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_06430	-	COG0548	-	8.6e-59	196.1	2.0	9.4e-59	195.9	2.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_06550	-	COG0302	-	5.6e-59	196.0	0.0	6.1e-59	195.9	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_04440	-	COG0468	-	1.2e-58	195.9	0.6	1.5e-58	195.6	0.6	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_04060	-	COG0162	-	1.5e-58	195.8	3.9	1.8e-58	195.5	3.9	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_05780	-	COG0013	-	2.2e-58	195.1	0.0	5.8e-58	193.8	0.0	1.6	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_07580	-	COG0433	-	2.6e-58	194.9	0.6	3.4e-58	194.5	0.6	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09030	-	COG3864	-	2.7e-58	194.8	0.0	3.1e-58	194.6	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09000	-	COG1207	-	5.6e-58	194.4	0.0	1.3e-57	193.3	0.0	1.4	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04620	-	COG0656	-	3e-58	194.2	0.1	3.5e-58	194.0	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_01800	-	COG0085	-	3.5e-58	194.1	0.0	1.6e-57	191.9	0.0	1.7	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_07750	-	COG2106	-	5.3e-58	193.3	0.0	6e-58	193.2	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_08720	-	COG0047	-	5e-58	193.1	0.0	5.9e-58	192.9	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_04800	-	COG0084	-	8.7e-58	192.8	0.0	9.8e-58	192.7	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_08300	-	COG0131	-	9.7e-58	192.6	1.5	1.1e-57	192.5	1.5	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_07480	-	COG0105	-	4.6e-58	192.3	0.0	5.5e-58	192.0	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01690	-	COG1161	-	3.3e-57	191.2	0.0	4.2e-57	190.8	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_10070	-	COG1061	-	4.3e-57	191.0	2.6	4.3e-57	191.0	2.6	1.6	1	1	1	2	2	2	1	-
GCA_000017945-FLGBHGLA_04670	-	COG0638	-	2.4e-57	190.9	0.3	2.6e-57	190.8	0.3	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_05940	-	COG0531	-	5.5e-57	190.8	41.4	7.5e-57	190.4	41.4	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_08750	-	COG2112	-	2.4e-57	190.8	0.0	2.7e-57	190.7	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_12360	-	COG2019	-	2.1e-57	190.8	0.8	2.6e-57	190.5	0.8	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_04160	-	COG1239	-	6.9e-57	190.3	0.0	1.6e-55	185.8	0.0	2.0	1	1	0	1	1	1	1	-
GCA_000008085-CALJACFG_01960	-	COG0115	-	6.5e-57	190.2	0.0	7.7e-57	190.0	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_03520	-	COG0162	-	8.5e-57	190.0	0.0	1e-56	189.7	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_06380	-	COG0638	-	4.5e-57	190.0	0.2	5.7e-57	189.7	0.2	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_06870	-	COG0624	-	1.4e-56	189.7	0.1	1.5e-56	189.5	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_03760	-	COG0090	-	1.1e-56	189.2	0.5	1.2e-56	189.0	0.5	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_08080	-	COG1665	-	1.3e-56	189.2	0.0	1.4e-56	189.0	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_08120	-	COG2102	-	7.5e-57	189.1	0.0	8.7e-57	188.9	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09470	-	COG4920	-	1.5e-56	188.8	1.5	1.6e-56	188.6	1.5	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_02620	-	COG1407	-	1.7e-56	188.3	0.1	1.9e-56	188.1	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_11910	-	COG5491	-	1.3e-56	188.2	5.0	1.5e-56	188.0	5.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_01950	-	COG2238	-	7.7e-57	188.1	0.7	8.6e-57	187.9	0.7	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_00820	-	COG0648	-	3.8e-56	187.3	0.0	4.2e-56	187.2	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_13850	-	COG4149	-	3.2e-56	187.1	19.7	3.5e-56	187.0	19.7	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_11820	-	COG1007	-	7.4e-56	186.9	66.8	9e-56	186.6	66.8	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_04130	-	COG0177	-	5.6e-56	186.7	0.0	6.4e-56	186.5	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_06880	-	COG4006	-	9e-56	186.5	0.0	1e-55	186.2	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04950	-	COG4998	-	9e-56	186.0	2.8	9.9e-56	185.8	2.8	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_06510	-	COG1063	-	1.7e-55	185.8	0.7	3.2e-55	184.9	0.7	1.4	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_02570	-	COG0689	-	1.3e-55	185.2	0.0	1.5e-55	185.0	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_03320	-	COG1336	-	2.2e-55	185.2	0.0	2.5e-55	185.0	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_04570	-	COG0342	-	2.7e-55	184.9	10.0	4.3e-55	184.2	10.0	1.2	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_07030	-	COG1394	-	1.5e-55	184.8	9.1	1.6e-55	184.7	9.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01960	-	COG1938	-	3e-55	184.5	0.0	3.3e-55	184.4	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_00510	-	COG1244	-	4e-55	183.9	1.5	4.6e-55	183.7	1.5	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_05970	-	COG3286	-	3.4e-55	183.7	7.4	3.7e-55	183.6	7.4	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_05670	-	COG0123	-	8.9e-55	183.4	0.0	1.1e-54	183.1	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_11160	-	COG1668	-	9.1e-55	183.4	29.2	1.1e-54	183.1	29.2	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_01050	-	COG1378	-	6.4e-55	183.2	1.8	7.8e-55	182.9	1.8	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_00570	-	COG3264	-	1.4e-54	182.5	3.9	1.5e-54	182.4	3.9	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01790	-	COG0106	-	1e-54	182.5	0.1	1.1e-54	182.4	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_08290	-	COG1304	-	2.1e-54	182.0	2.0	2.4e-54	181.8	2.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_04320	-	COG1750	-	3.6e-54	181.7	0.0	4e-54	181.6	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_12990	-	COG0585	-	3.1e-54	181.4	0.0	5.9e-43	144.3	0.0	2.0	1	1	1	2	2	2	2	-
GCA_000017945-FLGBHGLA_01080	-	COG0581	-	2.4e-54	181.1	21.6	2.9e-54	180.8	21.6	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_00150	-	COG1351	-	4.4e-54	180.2	0.0	5.4e-54	179.9	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_01540	-	COG1032	-	1e-53	180.1	0.0	1.2e-53	179.8	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_00670	-	COG1252	-	1.1e-53	180.1	0.2	1.3e-53	179.8	0.2	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_03950	-	COG0163	-	4.7e-54	179.9	0.0	5.6e-54	179.6	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09770	-	COG1056	-	9.4e-54	179.6	0.1	1e-53	179.5	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01820	-	COG0099	-	5e-54	179.5	0.1	5.5e-54	179.4	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_05420	-	COG4047	-	1e-53	179.4	4.5	1.5e-53	178.8	4.5	1.3	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_14030	-	COG0312	-	2e-53	179.3	0.1	2.2e-53	179.2	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_05110	-	COG0685	-	1.3e-53	179.2	0.0	1.6e-53	178.9	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_03850	-	COG1111	-	1.8e-53	179.1	0.1	7e-29	97.7	0.0	2.1	1	1	1	2	2	2	2	-
GCA_000017945-FLGBHGLA_10290	-	COG1590	-	1.5e-53	178.3	0.0	1.8e-53	178.0	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_05580	-	COG0668	-	3.3e-53	178.2	9.3	4.4e-53	177.8	9.3	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_04000	-	COG0731	-	3.6e-53	177.7	0.1	4.1e-53	177.5	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_10400	-	COG1955	-	6.1e-53	176.7	18.1	7.1e-53	176.5	18.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_14320	-	COG4717	-	1e-52	176.6	98.3	1.5e-51	172.8	98.3	3.6	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_05640	-	COG1339	-	6.1e-53	176.5	0.0	7.3e-53	176.3	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01810	-	COG0127	-	9.6e-53	175.9	0.0	1.2e-52	175.7	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_01250	-	COG0455	-	1.7e-52	175.8	0.0	2e-52	175.5	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_02440	-	COG4080	-	5.7e-53	175.8	0.1	6.3e-53	175.7	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_08700	-	COG0152	-	1.6e-52	175.7	0.5	2.1e-52	175.4	0.5	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_00440	-	COG1781	-	6.5e-53	175.6	0.3	7.2e-53	175.4	0.3	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_08130	-	COG0794	-	1.8e-52	175.5	0.1	1.9e-52	175.4	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_13190	-	COG1717	-	1.8e-52	175.3	7.1	2e-52	175.2	7.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_10900	-	COG0030	-	3e-52	174.9	0.0	3.3e-52	174.8	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_07920	-	COG2007	-	1.4e-52	174.3	5.6	1.5e-52	174.2	5.6	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_03390	-	COG0041	-	2.3e-52	173.9	0.5	2.7e-52	173.7	0.5	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09280	-	COG1252	-	8.4e-52	173.8	0.0	9.8e-52	173.6	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09170	-	COG1801	-	9.1e-52	173.5	0.2	1e-51	173.3	0.2	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_04910	-	COG2007	-	3.3e-52	173.1	2.5	3.7e-52	172.9	2.5	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_05600	-	COG0377	-	4.2e-52	173.1	0.0	4.7e-52	173.0	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_05640	-	COG1318	-	7.3e-52	172.5	5.1	8e-52	172.4	5.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_00560	-	COG2430	-	1.2e-51	172.5	0.1	1.3e-51	172.3	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_04120	-	COG2139	-	1.5e-52	172.4	0.9	1.7e-52	172.2	0.9	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_13980	-	COG2429	-	1.5e-51	172.2	0.0	5.6e-51	170.2	0.0	1.7	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_10050	-	COG0226	-	2.8e-51	172.0	0.2	3.5e-51	171.7	0.2	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04740	-	COG1336	-	2.9e-51	171.7	0.0	3.7e-51	171.4	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_12450	-	COG1335	-	2.1e-51	171.6	0.0	2.3e-51	171.5	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_00540	-	COG1199	-	5.1e-51	171.5	0.0	6.1e-51	171.2	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_03290	-	COG0616	-	3.8e-51	171.1	0.0	4.5e-51	170.9	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_00410	-	COG2101	-	2e-51	170.8	0.1	2.5e-51	170.5	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_04830	-	COG1718	-	4.3e-51	170.6	0.0	4.9e-51	170.4	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_14180	-	COG0010	-	8.1e-51	170.6	0.0	9.5e-51	170.4	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_01810	-	COG3127	-	6.8e-51	170.5	0.0	8e-51	170.3	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_04520	-	COG0087	-	7.2e-51	170.1	0.1	1.1e-50	169.5	0.1	1.1	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_00260	-	COG1252	-	1.3e-50	169.9	0.0	1.5e-50	169.7	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01200	-	COG1676	-	9.5e-51	169.8	0.0	1e-50	169.7	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_01750	-	COG0201	-	1.9e-50	168.8	30.2	2.4e-50	168.5	30.2	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_03430	-	COG0142	-	3e-50	168.4	0.0	3.5e-50	168.2	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_14080	-	COG1940	-	6.4e-50	168.3	0.0	8.1e-50	167.9	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_04500	-	COG1628	-	1.4e-50	168.2	0.0	1.6e-50	168.0	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_07910	-	COG1931	-	2.8e-50	168.1	4.0	3.2e-50	167.9	4.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_13840	-	COG4148	-	3.9e-50	167.8	0.1	4.3e-50	167.7	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_04780	-	COG1784	-	4.7e-50	167.6	24.2	5.7e-50	167.3	24.2	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_05510	-	COG0116	-	8.3e-50	166.9	0.0	9.3e-50	166.8	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_05860	-	COG1608	-	6.9e-50	166.7	0.0	8.4e-50	166.4	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04150	-	COG0034	-	1e-49	166.6	0.0	1.1e-49	166.4	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_06960	-	COG1252	-	1.3e-49	166.6	0.0	1.4e-49	166.5	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_12950	-	COG1014	-	1e-49	166.6	0.5	1.2e-49	166.4	0.5	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_07000	-	COG2125	-	2.5e-50	166.4	0.3	2.9e-50	166.2	0.3	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_12400	-	COG0315	-	4.6e-50	166.4	0.5	5.2e-50	166.3	0.5	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_00580	-	COG0189	-	1.8e-49	165.9	0.2	2e-49	165.8	0.2	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_02440	-	COG1499	-	1.5e-49	165.8	6.6	2.2e-49	165.2	6.6	1.2	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_03800	-	COG0805	-	1.6e-49	165.6	20.1	2.1e-49	165.2	20.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01900	-	COG0052	-	1.3e-49	165.5	1.0	2.4e-24	82.7	0.1	2.0	1	1	1	2	2	2	2	-
GCA_000008085-CALJACFG_00660	-	COG1234	-	2.4e-49	165.4	0.0	3e-49	165.1	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_04890	-	COG0099	-	1.2e-49	165.3	0.1	1.2e-49	165.2	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_11410	-	COG0644	-	3.8e-49	164.9	1.2	4.4e-49	164.7	1.2	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_12160	-	COG0081	-	2.6e-49	164.9	0.5	3.4e-49	164.5	0.5	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_06710	-	COG0517	-	1.9e-49	164.5	3.9	1.4e-21	73.9	0.0	2.5	1	1	2	3	3	3	3	-
GCA_000017945-FLGBHGLA_13160	-	COG0098	-	2.8e-49	163.8	1.0	8.1e-49	162.3	1.0	1.6	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_03210	-	COG1829	-	8.6e-49	163.0	1.3	1e-37	126.6	0.1	2.0	2	0	0	2	2	2	2	-
GCA_000017945-FLGBHGLA_00200	-	COG0432	-	1e-48	162.8	0.0	1.1e-48	162.7	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_06820	-	COG0345	-	1.3e-48	162.7	0.4	1.4e-48	162.6	0.4	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_02950	-	COG1901	-	1.1e-48	162.4	0.0	1.3e-48	162.1	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_02520	-	COG0049	-	9.6e-49	162.0	0.0	1.1e-48	161.9	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04990	-	COG1859	-	1.6e-48	162.0	0.0	1.8e-48	161.9	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_08190	-	COG2136	-	1.7e-48	161.8	0.0	1.8e-48	161.6	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_02240	-	COG0433	-	3e-48	161.7	0.0	3.7e-48	161.4	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01400	-	COG0683	-	6.5e-48	161.3	0.0	7.6e-48	161.1	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_02940	-	COG4830	-	8.8e-49	160.8	3.6	9.5e-49	160.7	3.6	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_05450	-	COG0437	-	4e-48	160.4	15.4	6.8e-48	159.7	15.4	1.3	1	1	0	1	1	1	1	-
GCA_000008085-CALJACFG_05540	-	COG1549	-	8.2e-48	160.1	4.6	1e-47	159.8	4.6	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04510	-	COG2110	-	7.8e-48	159.4	0.9	9.2e-48	159.2	0.9	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_00410	-	COG0524	-	3.5e-47	158.9	0.6	4.2e-47	158.7	0.6	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_11400	-	COG0641	-	2.4e-47	158.8	0.0	2.8e-47	158.5	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_14170	-	COG1913	-	1.8e-47	158.6	0.0	2.2e-47	158.4	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01450	-	COG1061	-	3.2e-47	158.5	0.0	4e-46	154.9	0.0	1.5	1	1	1	2	2	2	1	-
GCA_000017945-FLGBHGLA_03810	-	COG1986	-	1.7e-47	158.3	0.1	1.8e-47	158.1	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_05100	-	COG0461	-	3e-47	158.3	0.0	3.3e-47	158.2	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_13090	-	COG3127	-	3.3e-47	158.3	17.3	6.9e-47	157.3	17.3	1.5	1	1	0	1	1	1	1	-
GCA_000008085-CALJACFG_04400	-	COG1798	-	3.8e-47	157.9	0.3	9.3e-46	153.3	0.3	2.0	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01390	-	COG0683	-	1.3e-46	157.0	0.6	1.5e-46	156.8	0.6	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_03450	-	COG0635	-	9e-47	156.9	0.0	1.1e-46	156.7	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_12270	-	COG4948	-	1.5e-46	156.6	0.0	1.9e-46	156.2	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_08630	-	COG2178	-	1e-46	156.1	10.9	1.2e-46	155.8	10.9	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_08260	-	COG0437	-	8.8e-47	156.0	10.0	1.2e-46	155.6	10.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_10970	-	COG1618	-	1.1e-46	156.0	0.0	1.3e-46	155.8	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_14690	-	COG1351	-	1.2e-46	155.9	0.1	1.5e-46	155.6	0.1	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_11100	-	COG0274	-	1.4e-46	155.8	0.1	1.7e-46	155.5	0.1	1.0	1	0	0	1	1	1	1	-
