accession	TopHit	E_value	PecID	TaxID	TaxString
GCA_000017945-FLGBHGLA_09630	WP_012123078.1_AAA_family_ATPase_[Ignicoccus_hospitalis]	1.4e-281	99.8	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09640	WP_012123079.1_hypothetical_protein_[Ignicoccus_hospitalis]	4.0e-33	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09650	WP_012123080.1_6,7-dimethyl-8-ribityllumazine_synthase_[Ignicoccus_hospitalis]	8.9e-69	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09660	WP_012123081.1_O-methyltransferase_[Ignicoccus_hospitalis]	2.1e-94	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09670	WP_012123082.1_hypothetical_protein_[Ignicoccus_hospitalis]	0.0e+00	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09680	WP_012123083.1_hypothetical_protein_[Ignicoccus_hospitalis]	5.7e-59	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09690	WP_012123084.1_hypothetical_protein_[Ignicoccus_hospitalis]	9.0e-153	99.6	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09700	ABU82121.1_methyltransferase_[Ignicoccus_hospitalis_KIN4/I]	3.3e-169	100.0	453591	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09710	WP_012123086.1_ATP-dependent_DNA_ligase_[Ignicoccus_hospitalis]	0.0e+00	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09720	ABU82123.1_IMP_biosynthesis_enzyme_PurP-like_protein_[Ignicoccus_hospitalis_KIN4/I]	1.7e-207	100.0	453591	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09730	ABU82124.1_N2-acetyl-L-lysine_aminotransferase_[Ignicoccus_hospitalis_KIN4/I]	3.2e-217	100.0	453591	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09740	WP_012123089.1_hypothetical_protein_[Ignicoccus_hospitalis]	4.5e-76	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09750	WP_012123090.1_alanine--glyoxylate_aminotransferase_family_protein_[Ignicoccus_hospitalis]	1.1e-206	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09760	WP_012123091.1_hypothetical_protein_[Ignicoccus_hospitalis]	1.1e-138	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09770	WP_012123092.1_nicotinamide-nucleotide_adenylyltransferase_[Ignicoccus_hospitalis]	4.6e-91	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09780	WP_012123093.1_metal-sulfur_cluster_assembly_factor_[Ignicoccus_hospitalis]	1.1e-71	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09790	WP_012123094.1_hypothetical_protein_[Ignicoccus_hospitalis]	1.4e-44	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09800	WP_012123095.1_hypothetical_protein_[Ignicoccus_hospitalis]	6.0e-227	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09810	WP_012123096.1_hypothetical_protein_[Ignicoccus_hospitalis]	1.1e-87	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09820	ABU82133.1_nucleic_acid_binding,_OB-fold,_tRNA/helicase-type_[Ignicoccus_hospitalis_KIN4/I]	3.4e-65	100.0	453591	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09830	ABU82134.1_hypothetical_protein_Igni_0954_[Ignicoccus_hospitalis_KIN4/I]	5.3e-50	100.0	453591	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09840	WP_012123099.1_hypothetical_protein_[Ignicoccus_hospitalis]	0.0e+00	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09850	WP_012123100.1_2,5-diamino-6-(5-phosphoribosylamino)pyrimidin-4(3H)-one_reductase_[Ignicoccus_hospitalis]	1.2e-128	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09860	ABU82137.1_hypothetical_protein_Igni_0957_[Ignicoccus_hospitalis_KIN4/I]	2.0e-100	100.0	453591	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09870	ABU82138.1_Protein_of_unknown_function_DUF54_[Ignicoccus_hospitalis_KIN4/I]	4.4e-74	100.0	453591	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09880	WP_083756915.1_B12-binding_domain-containing_radical_SAM_protein_[Ignicoccus_hospitalis]	5.7e-291	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09890	ABU82140.1_hybrid_cluster_protein_[Ignicoccus_hospitalis_KIN4/I]	5.2e-267	100.0	453591	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09900	WP_012123105.1_dihydroxy-acid_dehydratase_[Ignicoccus_hospitalis]	0.0e+00	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09910	WP_012123106.1_MMPL_domain-containing_protein_[Ignicoccus_hospitalis]	0.0e+00	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09920	WP_012123107.1_RuvB-like_helicase_[Ignicoccus_hospitalis]	3.6e-244	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09930	WP_012123108.1_50S_ribosomal_protein_L3_[Ignicoccus_hospitalis]	3.4e-205	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09940	ABU82145.1_LSU_ribosomal_protein_L4P_[Ignicoccus_hospitalis_KIN4/I]	1.2e-146	100.0	453591	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09950	WP_012123110.1_50S_ribosomal_protein_L23_[Ignicoccus_hospitalis]	6.0e-39	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09960	WP_012123111.1_hypothetical_protein_[Ignicoccus_hospitalis]	9.8e-30	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09970	WP_052570191.1_hypothetical_protein_[Ignicoccus_hospitalis]	2.0e-23	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09980	WP_012123112.1_adenylyl-sulfate_kinase_[Ignicoccus_hospitalis]	1.3e-96	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09990	WP_012123113.1_nucleotide_pyrophosphatase_[Ignicoccus_hospitalis]	2.9e-270	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10000	WP_012123114.1_sulfate_adenylyltransferase_[Ignicoccus_hospitalis]	2.6e-227	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10010	WP_012123115.1_hypothetical_protein_[Ignicoccus_hospitalis]	1.3e-28	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10020	WP_012123116.1_hypothetical_protein_[Ignicoccus_hospitalis]	4.5e-113	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10030	WP_012123117.1_hypothetical_protein_[Ignicoccus_hospitalis]	1.7e-268	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10040	WP_012123118.1_cupin_domain-containing_protein_[Ignicoccus_hospitalis]	2.3e-66	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10050	WP_012123119.1_phosphate_ABC_transporter_substrate-binding_protein_PstS_[Ignicoccus_hospitalis]	1.8e-190	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10060	WP_012123120.1_MBL_fold_metallo-hydrolase_[Ignicoccus_hospitalis]	4.7e-128	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10070	WP_012123121.1_DEAD/DEAH_box_helicase_[Ignicoccus_hospitalis]	0.0e+00	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10080	WP_012123122.1_snRNP_Sm_[Ignicoccus_hospitalis]	3.0e-31	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10090	WP_012123123.1_50S_ribosomal_protein_L37e_[Ignicoccus_hospitalis]	1.1e-29	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10100	WP_012123124.1_archaeal_proteasome_endopeptidase_complex_subunit_beta_[Ignicoccus_hospitalis]	2.5e-110	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10110	WP_012123125.1_hypothetical_protein_[Ignicoccus_hospitalis]	1.6e-170	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10120	WP_012123126.1_isocitrate/isopropylmalate_dehydrogenase_family_protein_[Ignicoccus_hospitalis]	2.4e-184	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10130	WP_012123127.1_2-isopropylmalate_synthase_[Ignicoccus_hospitalis]	6.7e-218	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10140	WP_012123128.1_hypothetical_protein_[Ignicoccus_hospitalis]	3.7e-97	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10150	WP_052570193.1_hypothetical_protein_[Ignicoccus_hospitalis]	2.8e-71	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10160	ABU82166.1_HAD-superfamily_hydrolase,_subfamily_IB_(PSPase-like)_[Ignicoccus_hospitalis_KIN4/I]	3.9e-136	100.0	453591	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10170	WP_012123131.1_hypothetical_protein_[Ignicoccus_hospitalis]	3.6e-55	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10180	WP_012123132.1_TATA-box-binding_protein_[Ignicoccus_hospitalis]	1.8e-105	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10190	WP_012123133.1_serine--tRNA_ligase_[Ignicoccus_hospitalis]	2.1e-223	99.8	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10200	WP_012123134.1_cysteine--tRNA_ligase_[Ignicoccus_hospitalis]	2.7e-279	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10210	WP_052570195.1_AmmeMemoRadiSam_system_protein_B_[Ignicoccus_hospitalis]	1.6e-160	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10220	WP_012123136.1_NAD-dependent_epimerase/dehydratase_family_protein_[Ignicoccus_hospitalis]	8.8e-159	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10230	WP_012123137.1_AAA_family_ATPase_[Ignicoccus_hospitalis]	2.3e-204	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10240	WP_052570197.1_GntR_family_transcriptional_regulator_[Ignicoccus_hospitalis]	1.2e-127	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10250	WP_012123139.1_hypothetical_protein_[Ignicoccus_hospitalis]	1.3e-88	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10260	WP_012123140.1_hypothetical_protein_[Ignicoccus_hospitalis]	5.2e-59	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10270	WP_012123141.1_diphthamide_biosynthesis_protein_[Ignicoccus_hospitalis]	3.2e-175	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10280	WP_012123142.1_50S_ribosomal_protein_L16_[Ignicoccus_hospitalis]	2.2e-93	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10290	WP_012123143.1_hypothetical_protein_[Ignicoccus_hospitalis]	6.5e-105	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10300	WP_012123144.1_type_II_glyceraldehyde-3-phosphate_dehydrogenase_[Ignicoccus_hospitalis]	2.1e-191	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10310	WP_012123145.1_ferrous_iron_transport_protein_B_[Ignicoccus_hospitalis]	0.0e+00	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10320	WP_012123146.1_hypothetical_protein_[Ignicoccus_hospitalis]	1.2e-25	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10330	WP_052570198.1_hypothetical_protein_[Ignicoccus_hospitalis]	1.9e-27	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10340	WP_052570201.1_hypothetical_protein_[Ignicoccus_hospitalis]	3.1e-45	99.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10350	WP_012123148.1_peptidase_S8_[Ignicoccus_hospitalis]	3.2e-264	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10360	WP_012123149.1_DNA_repair_and_recombination_protein_RadA_[Ignicoccus_hospitalis]	1.9e-178	99.7	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10370	WP_012123150.1_phosphopyruvate_hydratase_[Ignicoccus_hospitalis]	1.3e-229	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10380	WP_012123151.1_MFS_transporter_[Ignicoccus_hospitalis]	8.0e-189	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10390	WP_012123152.1_type_II_secretion_system_protein_E_[Ignicoccus_hospitalis]	0.0e+00	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10400	WP_012123153.1_hypothetical_protein_[Ignicoccus_hospitalis]	4.0e-144	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10410	WP_012123154.1_type_II_secretion_system_protein_[Ignicoccus_hospitalis]	4.8e-163	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10420	WP_012123155.1_hypothetical_protein_[Ignicoccus_hospitalis]	1.3e-180	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10430	WP_012123156.1_30S_ribosomal_protein_S30e_[Ignicoccus_hospitalis]	1.6e-18	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10440	WP_012123157.1_hypothetical_protein_[Ignicoccus_hospitalis]	2.7e-58	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10450	WP_012123158.1_nucleotide_pyrophosphohydrolase_[Ignicoccus_hospitalis]	2.0e-42	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10460	WP_012123159.1_hypothetical_protein_[Ignicoccus_hospitalis]	7.8e-22	98.3	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10470	WP_012123160.1_isoleucine--tRNA_ligase_[Ignicoccus_hospitalis]	0.0e+00	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10480	WP_012123161.1_methylase_of_polypeptide_chain_release_factors-like_protein_[Ignicoccus_hospitalis]	4.6e-99	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10490	ABU82198.1_binding-protein-dependent_transport_systems_inner_membrane_component_[Ignicoccus_hospitalis_KIN4/I]	2.8e-112	100.0	453591	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10500	WP_012123163.1_hypothetical_protein_[Ignicoccus_hospitalis]	6.6e-134	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10510	ABU82200.1_extracellular_solute-binding_protein,_family_5_[Ignicoccus_hospitalis_KIN4/I]	5.5e-302	100.0	453591	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10520	WP_012123165.1_hypothetical_protein_[Ignicoccus_hospitalis]	1.9e-49	99.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10530	ABU82202.1_VanZ_family_protein_[Ignicoccus_hospitalis_KIN4/I]	2.0e-58	100.0	453591	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10540	WP_012123167.1_hypothetical_protein_[Ignicoccus_hospitalis]	4.2e-33	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10550	WP_012123168.1_hypothetical_protein_[Ignicoccus_hospitalis]	8.0e-35	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10560	WP_052570209.1_hypothetical_protein_[Ignicoccus_hospitalis]	1.8e-26	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10570	WP_012123170.1_Lrp/AsnC_family_transcriptional_regulator_[Ignicoccus_hospitalis]	1.8e-31	98.7	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10580	ABU82207.1_hypothetical_protein_Igni_1028_[Ignicoccus_hospitalis_KIN4/I]	3.4e-163	100.0	453591	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10590	WP_012123172.1_thrombospondin_type_3_repeat-containing_protein_[Ignicoccus_hospitalis]	1.5e-135	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10600	WP_012123173.1_LamG_domain-containing_protein_[Ignicoccus_hospitalis]	0.0e+00	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10610	WP_052570211.1_hypothetical_protein_[Ignicoccus_hospitalis]	1.8e-108	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_10620	WP_012123175.1_aldehyde_ferredoxin_oxidoreductase_[Ignicoccus_hospitalis]	0.0e+00	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
